20140901,331560829.5665048,340337109.765434
20140902,334349441.5154095,315230077.1082642
20140903,323508989.7502443,320952078.1432915
20140904,309690771.6786142,305963471.501124
20140905,275971374.0115413,298366124.55367047
20140906,219469324.26064125,243535842.4343146
20140907,227307515.65746945,263480875.40772772
20140908,275417519.76021147,307073568.90133446
20140909,340756752.0387576,329258691.84817624
20140910,329251004.32592314,333647251.6670991
20140911,314816386.6108407,317271229.41828984
20140912,280534554.4800434,308259297.15891945
20140913,223526334.35922104,252012340.57810783
20140914,230914332.39886022,270561455.46103585
20140915,341884439.2995009,361342905.22878164
20140916,343618856.1473006,333687640.06254315
20140917,331808119.0337347,336852013.77603996
20140918,317104511.4660941,319335420.8247781
20140919,282582353.82885396,309274618.5713022
20140920,225355279.09635478,252075722.53104568
20140921,232539384.63110346,269772471.81353736
20140922,343315246.0911981,359801530.0940166
20140923,344861397.2763692,331492404.5590527
20140924,332866734.4118421,334098599.48972034
20140925,317984217.2531842,316115706.66808593
20140926,283291342.9114605,305676177.5602983
20140927,225907491.9941612,248181745.60055256
20140928,232957031.42466983,265662077.8472256
20140929,343631158.8493699,355550405.4849652
20140930,345121095.80228907,327173702.38838947
